variant_id,source_kb_id,category,subcategory,original_question,variant_question,review_status,review_notes
v1477,738,حمل ۽ ماءُ جي صحت,حمل ۽ زچگي کانپوءِ خطري جون نشانيون,حامله هوندي مون کي دورو پيو يا آءٌ بيهوش ٿي وئيس۔ منهنجي خاندان کي ڇا ڪرڻ گھرجي؟,حامله هوندي دورو پوي يا بيهوش ٿي وڃجي ته خاندان کي ڇا ڪرڻ گهرجي؟,auto_ok,genuine reword - needs native-speaker review
v1478,738,حمل ۽ ماءُ جي صحت,حمل ۽ زچگي کانپوءِ خطري جون نشانيون,حامله هوندي مون کي دورو پيو يا آءٌ بيهوش ٿي وئيس۔ منهنجي خاندان کي ڇا ڪرڻ گھرجي؟,حمل ۾ اوچتو بيهوشي اچي ته گھر وارا فوري ڪهڙو قدم کڻن؟,auto_ok,genuine reword - needs native-speaker review
v1479,739,حمل ۽ ماءُ جي صحت,حمل ۽ زچگي کانپوءِ خطري جون نشانيون,ايڪلمپسيا (Eclampsia) ڇا آهي؟,ايڪلمپسيا (eclampsia) ڇا آهي؟,auto_ok,genuine reword - needs native-speaker review
v1480,739,حمل ۽ ماءُ جي صحت,حمل ۽ زچگي کانپوءِ خطري جون نشانيون,ايڪلمپسيا (Eclampsia) ڇا آهي؟,eclampsia جو مطلب ڪهڙو آهي؟,auto_ok,genuine reword - needs native-speaker review
v1481,740,حمل ۽ ماءُ جي صحت,حمل ۽ زچگي کانپوءِ خطري جون نشانيون,پري-ايڪلمپسيا (Pre-eclampsia) ڇا آهي؟,پري-ايڪلمپسيا (pre-eclampsia) ڇا آهي؟,auto_ok,genuine reword - needs native-speaker review
v1482,740,حمل ۽ ماءُ جي صحت,حمل ۽ زچگي کانپوءِ خطري جون نشانيون,پري-ايڪلمپسيا (Pre-eclampsia) ڇا آهي؟,pre-eclampsia جو مطلب ڪهڙو آهي؟,auto_ok,genuine reword - needs native-speaker review
v1483,741,حمل ۽ ماءُ جي صحت,حمل ۽ زچگي کانپوءِ خطري جون نشانيون,ڇا مون کي ڪجهه به محسوس ڪرڻ کان سواءِ پري-ايڪلمپسيا ٿي سگهي ٿو؟,بغير ڪجهه محسوس ڪرڻ جي پري-ايڪلمپسيا ٿي سگهي ٿو ڇا؟,auto_ok,genuine reword - needs native-speaker review
v1484,741,حمل ۽ ماءُ جي صحت,حمل ۽ زچگي کانپوءِ خطري جون نشانيون,ڇا مون کي ڪجهه به محسوس ڪرڻ کان سواءِ پري-ايڪلمپسيا ٿي سگهي ٿو؟,علامت محسوس نه ٿئي، تڏهن به pre-eclampsia هجي سگهي ٿو ڇا؟,auto_ok,genuine reword - needs native-speaker review
v1485,742,حمل ۽ ماءُ جي صحت,حمل ۽ زچگي کانپوءِ خطري جون نشانيون,پري-ايڪلمپسيا ٿيڻ جو امڪان ڪنهن کي وڌيڪ آهي؟,پري-ايڪلمپسيا ٿيڻ جو خطرو ڪنهن کي وڌيڪ آهي؟,auto_ok,genuine reword - needs native-speaker review
v1486,742,حمل ۽ ماءُ جي صحت,حمل ۽ زچگي کانپوءِ خطري جون نشانيون,پري-ايڪلمپسيا ٿيڻ جو امڪان ڪنهن کي وڌيڪ آهي؟,ڪهڙيون عورتون pre-eclampsia لاءِ وڌيڪ خطري ۾ آهن؟,auto_ok,genuine reword - needs native-speaker review
v1487,743,حمل ۽ ماءُ جي صحت,حمل ۽ زچگي کانپوءِ خطري جون نشانيون,ڇا پري-ايڪلمپسيا کان بچاءُ ٿي سگهي ٿو؟,پري-ايڪلمپسيا کان بچاءُ ٿي سگهي ٿو ڇا؟,auto_ok,genuine reword - needs native-speaker review
v1488,743,حمل ۽ ماءُ جي صحت,حمل ۽ زچگي کانپوءِ خطري جون نشانيون,ڇا پري-ايڪلمپسيا کان بچاءُ ٿي سگهي ٿو؟,pre-eclampsia کي روڪي سگهجي ٿو ڇا؟,auto_ok,genuine reword - needs native-speaker review
v1489,744,حمل ۽ ماءُ جي صحت,حمل ۽ زچگي کانپوءِ خطري جون نشانيون,حمل ۾ بلڊ پريشر جا مسئلا ڪيترا خطرناڪ آهن؟,حامله هوندي bp خراب ٿيڻ ڪيترو نقصانڪار آهي؟,auto_ok,genuine reword - needs native-speaker review
v1490,744,حمل ۽ ماءُ جي صحت,حمل ۽ زچگي کانپوءِ خطري جون نشانيون,حمل ۾ بلڊ پريشر جا مسئلا ڪيترا خطرناڪ آهن؟,حامله هوندي bp خراب ٿيڻ ڪيترو نقصانڪار آهي؟,auto_ok,genuine reword - needs native-speaker review
v1491,745,حمل ۽ ماءُ جي صحت,حمل ۽ زچگي کانپوءِ خطري جون نشانيون,ڄمڻ کانپوءِ مون کي گھڻو رت وهي رهيو آهي۔ مون کي ڇا ڪرڻ گھرجي؟,ولادت کان پوءِ گھڻو رت وهي ته ڇا ڪجي؟,auto_ok,genuine reword - needs native-speaker review
v1492,745,حمل ۽ ماءُ جي صحت,حمل ۽ زچگي کانپوءِ خطري جون نشانيون,ڄمڻ کانپوءِ مون کي گھڻو رت وهي رهيو آهي۔ مون کي ڇا ڪرڻ گھرجي؟,ٻار ٿيڻ بعد زياده bleeding ٿئي ته فوري ڪهڙو قدم کڻجي؟,auto_ok,genuine reword - needs native-speaker review
v1493,746,حمل ۽ ماءُ جي صحت,حمل ۽ زچگي کانپوءِ خطري جون نشانيون,ٻار ڄمڻ کانپوءِ مون کي بخار ۽ بدبودار رطوبت آهي۔ ڇا اهو سنگين آهي؟,ولادت کان پوءِ بخار ۽ بدبودار رطوبت سنگين آهن ڇا؟,auto_ok,genuine reword - needs native-speaker review
v1494,746,حمل ۽ ماءُ جي صحت,حمل ۽ زچگي کانپوءِ خطري جون نشانيون,ٻار ڄمڻ کانپوءِ مون کي بخار ۽ بدبودار رطوبت آهي۔ ڇا اهو سنگين آهي؟,ٻار ٿيڻ بعد تپ سان گڏ بدبو واري ڊسچارج خطرناڪ آهي ڇا؟,auto_ok,genuine reword - needs native-speaker review
v1495,747,حمل ۽ ماءُ جي صحت,حمل ۽ زچگي کانپوءِ خطري جون نشانيون,ڇا ڄمڻ کانپوءِ هفتن ۾ به خطرناڪ مسئلا ٿي سگهن ٿا؟,ولادت کان پوءِ هفتن ۾ به خطرناڪ مسئلا ٿي سگهن ٿا ڇا؟,auto_ok,genuine reword - needs native-speaker review
v1496,747,حمل ۽ ماءُ جي صحت,حمل ۽ زچگي کانپوءِ خطري جون نشانيون,ڇا ڄمڻ کانپوءِ هفتن ۾ به خطرناڪ مسئلا ٿي سگهن ٿا؟,postpartum جي هفتن دوران به سنگين مسئلا اچي سگهن ٿا ڇا؟,auto_ok,genuine reword - needs native-speaker review
v1497,748,حمل ۽ ماءُ جي صحت,حمل ۽ زچگي کانپوءِ خطري جون نشانيون,جيڪڏهن مون کي خطري جي نشاني نظر اچي ته مون کي ڪيتري جلدي عمل ڪرڻ جي ضرورت آهي؟,خطري جي نشاني نظر اچڻ تي ڪيتري جلدي عمل ڪجي؟,auto_ok,genuine reword - needs native-speaker review
v1498,748,حمل ۽ ماءُ جي صحت,حمل ۽ زچگي کانپوءِ خطري جون نشانيون,جيڪڏهن مون کي خطري جي نشاني نظر اچي ته مون کي ڪيتري جلدي عمل ڪرڻ جي ضرورت آهي؟,ڪا خطرناڪ علامت هجي ته فوري طور ڪيتري تيزيءَ سان قدم کڻجي؟,auto_ok,genuine reword - needs native-speaker review
v1499,749,حمل ۽ ماءُ جي صحت,حمل ۽ زچگي کانپوءِ خطري جون نشانيون,منهنجي نئين ڄاول ٻار ۾ مون کي ڪهڙين خطري جي نشانين تي نظر رکڻ گھرجي؟,نئين ڄاول ٻار ۾ ڪهڙين خطري جي نشانين تي ڌيان ڏجي؟,auto_ok,genuine reword - needs native-speaker review
v1500,749,حمل ۽ ماءُ جي صحت,حمل ۽ زچگي کانپوءِ خطري جون نشانيون,منهنجي نئين ڄاول ٻار ۾ مون کي ڪهڙين خطري جي نشانين تي نظر رکڻ گھرجي؟,ننڍڙي ٻار ۾ ڪهڙيون علامتون خطرناڪ سمجهي مدد وٺجي؟,auto_ok,genuine reword - needs native-speaker review
v1501,750,پي سي او ايس ۽ هارموني صحت,پي سي او ايس ڇا آهي ۽ عام نشانيون,پي سي او ايس (PCOS) ڇا آهي؟,PCOS دراصل ڇا آهي؟,auto_ok,genuine reword - needs native-speaker review
v1502,750,پي سي او ايس ۽ هارموني صحت,پي سي او ايس ڇا آهي ۽ عام نشانيون,پي سي او ايس (PCOS) ڇا آهي؟,پي سي او ايس جو مطلب ڪهڙو آهي؟,auto_ok,genuine reword - needs native-speaker review
v1503,751,پي سي او ايس ۽ هارموني صحت,پي سي او ايس ڇا آهي ۽ عام نشانيون,پي سي او ايس ڪيتري عام آهي؟,PCOS ڪيتري عام آهي؟,auto_ok,genuine reword - needs native-speaker review
v1504,751,پي سي او ايس ۽ هارموني صحت,پي سي او ايس ڇا آهي ۽ عام نشانيون,پي سي او ايس ڪيتري عام آهي؟,عورتن ۾ PCOS هجڻ ڪيترو معمول جي ڳالھ آهي؟,auto_ok,genuine reword - needs native-speaker review
v1505,752,پي سي او ايس ۽ هارموني صحت,پي سي او ايس ڇا آهي ۽ عام نشانيون,ڇا پي سي او ايس واريون گھڻيون عورتون ڄاڻن ٿيون ته انهن کي اها آهي؟,گھڻين عورتن کي خبر آهي ته کين PCOS آهي ڇا؟,auto_ok,genuine reword - needs native-speaker review
v1506,752,پي سي او ايس ۽ هارموني صحت,پي سي او ايس ڇا آهي ۽ عام نشانيون,ڇا پي سي او ايس واريون گھڻيون عورتون ڄاڻن ٿيون ته انهن کي اها آهي؟,PCOS واريون عورتون اڪثر ان کان اڻڄاڻ رهنديون آهن ڇا؟,auto_ok,genuine reword - needs native-speaker review
v1507,753,پي سي او ايس ۽ هارموني صحت,پي سي او ايس ڇا آهي ۽ عام نشانيون,پي سي او ايس جون بنيادي نشانيون ڪهڙيون آهن؟,PCOS جون بنيادي نشانيون ڪهڙيون آهن؟,auto_ok,genuine reword - needs native-speaker review
v1508,753,پي سي او ايس ۽ هارموني صحت,پي سي او ايس ڇا آهي ۽ عام نشانيون,پي سي او ايس جون بنيادي نشانيون ڪهڙيون آهن؟,PCOS هجڻ جون عام علامتون ڇا آهن؟,auto_ok,genuine reword - needs native-speaker review
v1509,754,پي سي او ايس ۽ هارموني صحت,پي سي او ايس ڇا آهي ۽ عام نشانيون,ڇا پي سي او ايس جو مطلب آهي ته منهنجي بيضه دان ۾ رسولين (Cysts) آهن؟,PCOS جو مطلب بيضه دان ۾ رسولين هجڻ آهي ڇا؟,auto_ok,genuine reword - needs native-speaker review
v1510,754,پي سي او ايس ۽ هارموني صحت,پي سي او ايس ڇا آهي ۽ عام نشانيون,ڇا پي سي او ايس جو مطلب آهي ته منهنجي بيضه دان ۾ رسولين (Cysts) آهن؟,PCOS ۾ اووري ۾ cysts هجڻ ضروري آهي ڇا؟,auto_ok,genuine reword - needs native-speaker review
v1511,755,پي سي او ايس ۽ هارموني صحت,پي سي او ايس ڇا آهي ۽ عام نشانيون,پي سي او ايس جو سبب ڇا آهي؟,PCOS ٿيڻ جو سبب ڇا آهي؟,auto_ok,genuine reword - needs native-speaker review
v1512,755,پي سي او ايس ۽ هارموني صحت,پي سي او ايس ڇا آهي ۽ عام نشانيون,پي سي او ايس جو سبب ڇا آهي؟,PCOS ڇو ٿيندي آهي؟,auto_ok,genuine reword - needs native-speaker review
v1513,756,پي سي او ايس ۽ هارموني صحت,پي سي او ايس ڇا آهي ۽ عام نشانيون,ڇا پي سي او ايس منهنجي غلطي آهي؟,PCOS پنهنجي غلطي سبب ٿي آهي ڇا؟,auto_ok,genuine reword - needs native-speaker review
v1514,756,پي سي او ايس ۽ هارموني صحت,پي سي او ايس ڇا آهي ۽ عام نشانيون,ڇا پي سي او ايس منهنجي غلطي آهي؟,پاڻ ڪا غلطي ڪئي هجي ان ڪري PCOS ٿي ڇا؟,auto_ok,genuine reword - needs native-speaker review
v1515,757,پي سي او ايس ۽ هارموني صحت,پي سي او ايس ڇا آهي ۽ عام نشانيون,پي سي او ايس عام طور تي ڪهڙي عمر ۾ شروع ٿئي ٿي؟,PCOS عام طور ڪهڙي عمر ۾ شروع ٿي ٿي؟,auto_ok,genuine reword - needs native-speaker review
v1516,757,پي سي او ايس ۽ هارموني صحت,پي سي او ايس ڇا آهي ۽ عام نشانيون,پي سي او ايس عام طور تي ڪهڙي عمر ۾ شروع ٿئي ٿي؟,PCOS جي شروعات ڪهڙي عمر کان ٿئي ٿي؟,auto_ok,genuine reword - needs native-speaker review
v1517,758,پي سي او ايس ۽ هارموني صحت,پي سي او ايس ڇا آهي ۽ عام نشانيون,پي سي او ايس ڇو ڪيترين عورتن جي حامله نه ٿي سگهڻ جو سبب آهي؟,PCOS حمل نه ٿيڻ جو سبب ڇو بڻجي ٿي؟,auto_ok,genuine reword - needs native-speaker review
v1518,758,پي سي او ايس ۽ هارموني صحت,پي سي او ايس ڇا آهي ۽ عام نشانيون,پي سي او ايس ڇو ڪيترين عورتن جي حامله نه ٿي سگهڻ جو سبب آهي؟,PCOS ڪري ڇو ڪيتريون عورتون حامله نٿيون ٿي سگهن؟,auto_ok,genuine reword - needs native-speaker review
v1519,759,پي سي او ايس ۽ هارموني صحت,پي سي او ايس ڇا آهي ۽ عام نشانيون,جيڪڏهن مون کي پي سي او ايس آهي ته ڇا آءٌ اڃا به ٻار ڄڻي سگهان ٿي؟,PCOS هجڻ باوجود ٻار ٿي سگهي ٿو ڇا؟,auto_ok,genuine reword - needs native-speaker review
v1520,759,پي سي او ايس ۽ هارموني صحت,پي سي او ايس ڇا آهي ۽ عام نشانيون,جيڪڏهن مون کي پي سي او ايس آهي ته ڇا آءٌ اڃا به ٻار ڄڻي سگهان ٿي؟,PCOS سان به حمل ممڪن آهي ڇا؟,auto_ok,genuine reword - needs native-speaker review
v1521,760,پي سي او ايس ۽ هارموني صحت,پي سي او ايس ڇا آهي ۽ عام نشانيون,ڇا پي سي او ايس منهنجي پوري جسم تي اثر انداز ٿئي ٿي يا صرف ماهواري تي؟,PCOS پوري جسم تي اثر وجهي ٿي يا صرف ماهواري تي؟,auto_ok,genuine reword - needs native-speaker review
v1522,760,پي سي او ايس ۽ هارموني صحت,پي سي او ايس ڇا آهي ۽ عام نشانيون,ڇا پي سي او ايس منهنجي پوري جسم تي اثر انداز ٿئي ٿي يا صرف ماهواري تي؟,PCOS جو اثر رڳو period تي آهي يا سڄي بدن تي؟,auto_ok,genuine reword - needs native-speaker review
v1523,761,پي سي او ايس ۽ هارموني صحت,پي سي او ايس ڇا آهي ۽ عام نشانيون,پي سي او ايس ڪهڙن صحت جي مسئلن سان لاڳاپيل آهي؟,PCOS ڪهڙن ٻين صحت جي مسئلن سان جڙيل آهي؟,auto_ok,genuine reword - needs native-speaker review
v1524,761,پي سي او ايس ۽ هارموني صحت,پي سي او ايس ڇا آهي ۽ عام نشانيون,پي سي او ايس ڪهڙن صحت جي مسئلن سان لاڳاپيل آهي؟,PCOS سان گڏ ڪهڙيون ٻيون بيماريون اچي سگهن ٿيون؟,auto_ok,genuine reword - needs native-speaker review
v1525,762,پي سي او ايس ۽ هارموني صحت,پي سي او ايس ڇا آهي ۽ عام نشانيون,ڇا پي سي او ايس منهنجي ذیابيطس جو خطرو وڌائي ٿي؟,PCOS ذیابيطس جو خطرو وڌائي ٿي ڇا؟,auto_ok,genuine reword - needs native-speaker review
v1526,762,پي سي او ايس ۽ هارموني صحت,پي سي او ايس ڇا آهي ۽ عام نشانيون,ڇا پي سي او ايس منهنجي ذیابيطس جو خطرو وڌائي ٿي؟,PCOS هجڻ سان شگر (diabetes) جو چانس وڌي ٿو ڇا؟,auto_ok,genuine reword - needs native-speaker review
v1527,763,پي سي او ايس ۽ هارموني صحت,پي سي او ايس ڇا آهي ۽ عام نشانيون,ڇا پي سي او ايس ٻچيدان تي اثر انداز ٿئي ٿي؟,PCOS ٻچيدان تي اثر انداز ٿئي ٿي ڇا؟,auto_ok,genuine reword - needs native-speaker review
v1528,763,پي سي او ايس ۽ هارموني صحت,پي سي او ايس ڇا آهي ۽ عام نشانيون,ڇا پي سي او ايس ٻچيدان تي اثر انداز ٿئي ٿي؟,PCOS uterus تي اثر وجهي ٿي ڇا؟,auto_ok,genuine reword - needs native-speaker review
v1529,764,پي سي او ايس ۽ هارموني صحت,پي سي او ايس ڇا آهي ۽ عام نشانيون,ڇا پي سي او ايس منهنجي مزاج تي اثر انداز ٿي سگهي ٿي؟,PCOS مزاج تي اثر وجهي سگهي ٿي ڇا؟,auto_ok,genuine reword - needs native-speaker review
v1530,764,پي سي او ايس ۽ هارموني صحت,پي سي او ايس ڇا آهي ۽ عام نشانيون,ڇا پي سي او ايس منهنجي مزاج تي اثر انداز ٿي سگهي ٿي؟,PCOS سبب موڊ خراب ٿي سگهي ٿو ڇا؟,auto_ok,genuine reword - needs native-speaker review
v1531,765,پي سي او ايس ۽ هارموني صحت,پي سي او ايس ڇا آهي ۽ عام نشانيون,ڇا پي سي او ايس ڦھلندڙ (Contagious) آهي؟,PCOS ڦھلندڙ (contagious) بيماري آهي ڇا؟,auto_ok,genuine reword - needs native-speaker review
v1532,765,پي سي او ايس ۽ هارموني صحت,پي سي او ايس ڇا آهي ۽ عام نشانيون,ڇا پي سي او ايس ڦھلندڙ (Contagious) آهي؟,PCOS هڪ کان ٻي کي ٿي سگهي ٿي ڇا؟,auto_ok,genuine reword - needs native-speaker review
v1533,766,پي سي او ايس ۽ هارموني صحت,پي سي او ايس ڇا آهي ۽ عام نشانيون,ڇا پي سي او ايس پاڻ مرادو ختم ٿي وڃي ٿي؟,PCOS پاڻ مرادو ختم ٿي وڃي ٿي ڇا؟,auto_ok,genuine reword - needs native-speaker review
v1534,766,پي سي او ايس ۽ هارموني صحت,پي سي او ايس ڇا آهي ۽ عام نشانيون,ڇا پي سي او ايس پاڻ مرادو ختم ٿي وڃي ٿي؟,علاج کان سواءِ PCOS خودبخود ٺيڪ ٿي وڃي ٿي ڇا؟,auto_ok,genuine reword - needs native-speaker review
